Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Header Length.1,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
-0.5284727769225204,-0.0860018361138901,-0.0667718469700546,-0.0342126649769261,-0.0482885974771901,-0.2456720219602541,-0.1693834534445789,-0.2364071947534109,-0.255106348670406,-0.5575611929275971,-0.289425085768345,-0.5916686660949518,-0.5282276172518614,-0.0373011548560415,-0.157915137582011,-0.3836816525638942,-0.4893820509343854,-0.4869209624449232,-0.0549556180578841,-0.5206727551754569,-0.3924911139892754,-0.4684033444639657,-0.4828893558297343,-0.0946714279084965,-0.3262667442058132,-0.2164063141162329,-0.2561984933858243,-0.2762170830321731,-0.0879376159198336,-0.2002256560564748,0.0,-0.0042010873821399,0.0,-0.1117802875232077,-0.0927102747010505,-0.1971554055665143,0.2340691411786413,-0.3398053360868389,-0.5673734387422762,-0.6198227256007738,-0.568386895941166,-0.4311348393579787,-0.2502788152860612,-0.2002256560564748,-0.0118832035766794,1.2254837062876625,-0.7588718764209773,-0.2810515333346718,-0.0042010873821399,-0.0118832035766794,0.5859736356413233,-0.6200721685672468,-0.2364071947534109,-0.5916686660949616,-0.1117802875232077,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860018361138901,-0.0342126649769261,-0.0667718469700546,-0.0483356014119945,-0.5242939905360391,-0.2575516266777118,-0.0585284230332084,-0.434907248934648,-0.1098902589025133,-0.0817870531190237,-0.1286208969271915,-0.0948609155768713,-0.4587325838284442,-0.137652469682522,-0.4664443322391433,-0.4420611875204191,1
-0.5284733487642469,-0.0860018361138901,-0.0667718469700546,-0.0343063334912546,-0.0482885974771901,-0.2486612892701755,-0.2111758502284187,-0.2478958003025791,-0.255106348670406,-0.5575611929275971,-0.289425085768345,-0.5916686660949518,-0.5282276172518614,-0.0360537284230061,-0.0821292857875714,-0.3836860255735217,-0.4893820509343854,-0.4869216011356319,-0.0549619612203686,-0.5206727551754569,-0.3924911139892754,-0.4684033444639657,-0.4828893558297343,-0.0946714279084965,-0.3262667442058132,-0.2164063141162329,-0.2561984933858243,-0.2762170830321731,-0.0879376159198336,-0.2002256560564748,0.0,-0.0042010873821399,0.0,-0.0986367200332622,-0.0927102747010505,-0.1583196987875855,0.4915004915134082,-0.4410641755844623,-0.5673734387422762,-0.623093253553614,-0.5670799438167996,-0.4311320623333262,-0.2502788152860612,-0.2002256560564748,-0.0118832035766794,1.2254837062876625,-0.7588718764209773,-0.2810515333346718,-0.0042010873821399,-0.0118832035766794,0.5859736356413233,-0.6245424336379861,-0.2478958003025791,-0.5916686660949616,-0.0986367200332622,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860018361138901,-0.0343063334912546,-0.0667718469700546,-0.0483356014119945,1.5814586752972706,-0.2575516266777118,-0.0585284230332084,1.9191507976727364,-0.1098902589025133,-0.0817870531190237,-0.1286208969271915,-0.0948609155768713,-0.4587325838284442,-0.137652469682522,-0.4664443322391433,-0.4420611875204191,1
-0.5284731309197797,-0.0860018361138901,-0.0667718469700546,-0.0343063334912546,-0.0482885974771901,-0.2486612892701755,-0.2111758502284187,-0.2478958003025791,-0.255106348670406,-0.5575611929275971,-0.289425085768345,-0.5916686660949518,-0.5282276172518614,-0.0374901588594668,-0.1195300957924193,-0.3836843596650922,-0.4893820509343854,-0.4869213578248857,-0.0549595447775174,-0.5206727551754569,-0.3924911139892754,-0.4684033444639657,-0.4828893558297343,-0.0946714279084965,-0.3262667442058132,-0.2164063141162329,-0.2561984933858243,-0.2762170830321731,-0.0879376159198336,-0.2002256560564748,0.0,-0.0042010873821399,0.0,-0.0986367200332622,-0.0927102747010505,-0.1774853722584655,0.3644564485204574,-0.4410641755844623,-0.5673734387422762,-0.623093253553614,-0.5670799438167996,-0.4311320623333262,-0.2502788152860612,-0.2002256560564748,-0.0118832035766794,1.2254837062876625,-0.7588718764209773,-0.2810515333346718,-0.0042010873821399,-0.0118832035766794,0.5859736356413233,-0.6245424336379861,-0.2478958003025791,-0.5916686660949616,-0.0986367200332622,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860018361138901,-0.0343063334912546,-0.0667718469700546,-0.0483356014119945,1.5814586752972706,-0.2575516266777118,-0.0585284230332084,1.9191507976727364,-0.1098902589025133,-0.0817870531190237,-0.1286208969271915,-0.0948609155768713,-0.4587325838284442,-0.137652469682522,-0.4664443322391433,-0.4420611875204191,1
-0.5284731309197797,-0.0860018361138901,-0.0667718469700546,-0.0343063334912546,-0.0482885974771901,-0.2486612892701755,-0.2111758502284187,-0.2478958003025791,-0.255106348670406,-0.5575611929275971,-0.289425085768345,-0.5916686660949518,-0.5282276172518614,-0.0374901588594668,-0.1195300957924193,-0.3836843596650922,-0.4893820509343854,-0.4869213578248857,-0.0549595447775174,-0.5206727551754569,-0.3924911139892754,-0.4684033444639657,-0.4828893558297343,-0.0946714279084965,-0.3262667442058132,-0.2164063141162329,-0.2561984933858243,-0.2762170830321731,-0.0879376159198336,-0.2002256560564748,0.0,-0.0042010873821399,0.0,-0.0986367200332622,-0.0927102747010505,-0.1774853722584655,0.3644564485204574,-0.4410641755844623,-0.5673734387422762,-0.623093253553614,-0.5670799438167996,-0.4311320623333262,-0.2502788152860612,-0.2002256560564748,-0.0118832035766794,1.2254837062876625,-0.7588718764209773,-0.2810515333346718,-0.0042010873821399,-0.0118832035766794,0.5859736356413233,-0.6245424336379861,-0.2478958003025791,-0.5916686660949616,-0.0986367200332622,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860018361138901,-0.0343063334912546,-0.0667718469700546,-0.0483356014119945,1.5814586752972706,-0.2575516266777118,-0.0585284230332084,1.9191507976727364,-0.1098902589025133,-0.0817870531190237,-0.1286208969271915,-0.0948609155768713,-0.4587325838284442,-0.137652469682522,-0.4664443322391433,-0.4420611875204191,1
-0.5284731309197797,-0.0860018361138901,-0.0667718469700546,-0.0343063334912546,-0.0482885974771901,-0.2486612892701755,-0.2111758502284187,-0.2478958003025791,-0.255106348670406,-0.5575611929275971,-0.289425085768345,-0.5916686660949518,-0.5282276172518614,-0.0374901588594668,-0.1195300957924193,-0.3836843596650922,-0.4893820509343854,-0.4869213578248857,-0.0549595447775174,-0.5206727551754569,-0.3924911139892754,-0.4684033444639657,-0.4828893558297343,-0.0946714279084965,-0.3262667442058132,-0.2164063141162329,-0.2561984933858243,-0.2762170830321731,-0.0879376159198336,-0.2002256560564748,0.0,-0.0042010873821399,0.0,-0.0986367200332622,-0.0927102747010505,-0.1774853722584655,0.3644564485204574,-0.4410641755844623,-0.5673734387422762,-0.623093253553614,-0.5670799438167996,-0.4311320623333262,-0.2502788152860612,-0.2002256560564748,-0.0118832035766794,1.2254837062876625,-0.7588718764209773,-0.2810515333346718,-0.0042010873821399,-0.0118832035766794,0.5859736356413233,-0.6245424336379861,-0.2478958003025791,-0.5916686660949616,-0.0986367200332622,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860018361138901,-0.0343063334912546,-0.0667718469700546,-0.0483356014119945,1.5814586752972706,-0.2575516266777118,-0.0585284230332084,1.9191507976727364,-0.1098902589025133,-0.0817870531190237,-0.1286208969271915,-0.0948609155768713,-0.4587325838284442,-0.137652469682522,-0.4664443322391433,-0.4420611875204191,1
-0.5284732398420133,-0.0860018361138901,-0.0667718469700546,-0.0343063334912546,-0.0482885974771901,-0.2486612892701755,-0.2111758502284187,-0.2478958003025791,-0.255106348670406,-0.5575611929275971,-0.289425085768345,-0.5916686660949518,-0.5282276172518614,-0.0368437651647185,-0.1026997312883864,-0.383685192619307,-0.4893820509343854,-0.4869214794802588,-0.054960752998943,-0.5206727551754569,-0.3924911139892754,-0.4684033444639657,-0.4828893558297343,-0.0946714279084965,-0.3262667442058132,-0.2164063141162329,-0.2561984933858243,-0.2762170830321731,-0.0879376159198336,-0.2002256560564748,0.0,-0.0042010873821399,0.0,-0.0986367200332622,-0.0927102747010505,-0.1688608192060565,0.4216262678043985,-0.4410641755844623,-0.5673734387422762,-0.623093253553614,-0.5670799438167996,-0.4311320623333262,-0.2502788152860612,-0.2002256560564748,-0.0118832035766794,1.2254837062876625,-0.7588718764209773,-0.2810515333346718,-0.0042010873821399,-0.0118832035766794,0.5859736356413233,-0.6245424336379861,-0.2478958003025791,-0.5916686660949616,-0.0986367200332622,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860018361138901,-0.0343063334912546,-0.0667718469700546,-0.0483356014119945,1.5814586752972706,-0.2575516266777118,-0.0585284230332084,1.9191507976727364,-0.1098902589025133,-0.0817870531190237,-0.1286208969271915,-0.0948609155768713,-0.4587325838284442,-0.137652469682522,-0.4664443322391433,-0.4420611875204191,1
-0.5284730219975461,-0.0860018361138901,-0.0667718469700546,-0.0343063334912546,-0.0482885974771901,-0.2486612892701755,-0.2111758502284187,-0.2478958003025791,-0.255106348670406,-0.5575611929275971,-0.289425085768345,-0.5916686660949518,-0.5282276172518614,-0.0380288202749171,-0.1335553995025821,-0.3836835267108774,-0.4893820509343854,-0.4869212361695126,-0.0549583365560917,-0.5206727551754569,-0.3924911139892754,-0.4684033444639657,-0.4828893558297343,-0.0946714279084965,-0.3262667442058132,-0.2164063141162329,-0.2561984933858243,-0.2762170830321731,-0.0879376159198336,-0.2002256560564748,0.0,-0.0042010873821399,0.0,-0.0986367200332622,-0.0927102747010505,-0.1846724998337631,0.3168149322408838,-0.4410641755844623,-0.5673734387422762,-0.623093253553614,-0.5670799438167996,-0.4311320623333262,-0.2502788152860612,-0.2002256560564748,-0.0118832035766794,1.2254837062876625,-0.7588718764209773,-0.2810515333346718,-0.0042010873821399,-0.0118832035766794,0.5859736356413233,-0.6245424336379861,-0.2478958003025791,-0.5916686660949616,-0.0986367200332622,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860018361138901,-0.0343063334912546,-0.0667718469700546,-0.0483356014119945,1.5814586752972706,-0.2575516266777118,-0.0585284230332084,1.9191507976727364,-0.1098902589025133,-0.0817870531190237,-0.1286208969271915,-0.0948609155768713,-0.4587325838284442,-0.137652469682522,-0.4664443322391433,-0.4420611875204191,1
-0.5284718238529763,-0.0860018361138901,-0.0667718469700546,-0.0343063334912546,-0.0482885974771901,-0.2486612892701755,-0.2111758502284187,-0.2478958003025791,-0.255106348670406,-0.5575611929275971,-0.289425085768345,-0.5916686660949518,-0.5282276172518614,-0.0408626477125546,-0.2073406931178322,-0.383674364214515,-0.4893820509343854,-0.4869198979604088,-0.0549450461204099,-0.5206727551754569,-0.3924911139892754,-0.4684033444639657,-0.4828893558297343,-0.0946714279084965,-0.3262667442058132,-0.2164063141162329,-0.2561984933858243,-0.2762170830321731,-0.0879376159198336,-0.2002256560564748,0.0,-0.0042010873821399,0.0,-0.0986367200332622,-0.0927102747010505,-0.2224830404124379,0.066179130156371,-0.4410641755844623,-0.5673734387422762,-0.623093253553614,-0.5670799438167996,-0.4311320623333262,-0.2502788152860612,-0.2002256560564748,-0.0118832035766794,1.2254837062876625,-0.7588718764209773,-0.2810515333346718,-0.0042010873821399,-0.0118832035766794,0.5859736356413233,-0.6245424336379861,-0.2478958003025791,-0.5916686660949616,-0.0986367200332622,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860018361138901,-0.0343063334912546,-0.0667718469700546,-0.0483356014119945,1.5814586752972706,-0.2575516266777118,-0.0585284230332084,1.9191507976727364,-0.1098902589025133,-0.0817870531190237,-0.1286208969271915,-0.0948609155768713,-0.4587325838284442,-0.137652469682522,-0.4664443322391433,-0.4420611875204191,1
-0.5284731853808965,-0.0860018361138901,-0.0667718469700546,-0.0343063334912546,-0.0482885974771901,-0.2486612892701755,-0.2111758502284187,-0.2478958003025791,-0.255106348670406,-0.5575611929275971,-0.289425085768345,-0.5916686660949518,-0.5282276172518614,-0.0371823523370295,-0.1115156364924423,-0.3836847761421996,-0.4893820509343854,-0.4869214186525722,-0.0549601488882302,-0.5206727551754569,-0.3924911139892754,-0.4684033444639657,-0.4828893558297343,-0.0946714279084965,-0.3262667442058132,-0.2164063141162329,-0.2561984933858243,-0.2762170830321731,-0.0879376159198336,-0.2002256560564748,0.0,-0.0042010873821399,0.0,-0.0986367200332622,-0.0927102747010505,-0.173378442237123,0.3916801719650438,-0.4410641755844623,-0.5673734387422762,-0.623093253553614,-0.5670799438167996,-0.4311320623333262,-0.2502788152860612,-0.2002256560564748,-0.0118832035766794,1.2254837062876625,-0.7588718764209773,-0.2810515333346718,-0.0042010873821399,-0.0118832035766794,0.5859736356413233,-0.6245424336379861,-0.2478958003025791,-0.5916686660949616,-0.0986367200332622,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860018361138901,-0.0343063334912546,-0.0667718469700546,-0.0483356014119945,1.5814586752972706,-0.2575516266777118,-0.0585284230332084,1.9191507976727364,-0.1098902589025133,-0.0817870531190237,-0.1286208969271915,-0.0948609155768713,-0.4587325838284442,-0.137652469682522,-0.4664443322391433,-0.4420611875204191,1
-0.5284721233891188,-0.0860018361138901,-0.0667718469700546,-0.0343063334912546,-0.0482885974771901,-0.2486612892701755,-0.2111758502284187,-0.2478958003025791,-0.255106348670406,-0.5575611929275971,-0.289425085768345,-0.5916686660949518,-0.5282276172518614,-0.0404428214255148,-0.1964095385122796,-0.3836766548386057,-0.4893820509343854,-0.4869202325126847,-0.0549483687293304,-0.5206727551754569,-0.3924911139892754,-0.4684033444639657,-0.4828893558297343,-0.0946714279084965,-0.3262667442058132,-0.2164063141162329,-0.2561984933858243,-0.2762170830321731,-0.0879376159198336,-0.2002256560564748,0.0,-0.0042010873821399,0.0,-0.0986367200332622,-0.0927102747010505,-0.2168814788606871,0.1033103599923351,-0.4410641755844623,-0.5673734387422762,-0.623093253553614,-0.5670799438167996,-0.4311320623333262,-0.2502788152860612,-0.2002256560564748,-0.0118832035766794,1.2254837062876625,-0.7588718764209773,-0.2810515333346718,-0.0042010873821399,-0.0118832035766794,0.5859736356413233,-0.6245424336379861,-0.2478958003025791,-0.5916686660949616,-0.0986367200332622,0.0,0.0,0.0,0.0,0.0,0.0,-0.0860018361138901,-0.0343063334912546,-0.0667718469700546,-0.0483356014119945,1.5814586752972706,-0.2575516266777118,-0.0585284230332084,1.9191507976727364,-0.1098902589025133,-0.0817870531190237,-0.1286208969271915,-0.0948609155768713,-0.4587325838284442,-0.137652469682522,-0.4664443322391433,-0.4420611875204191,1
